frequency_hz,level_dbv_power_mean,supply,input_condition
595.418991,-106.362091,tiresias_avdd,no_input
612.866100,-109.110351,tiresias_avdd,no_input
630.824447,-109.416745,tiresias_avdd,no_input
649.309014,-108.643058,tiresias_avdd,no_input
668.335221,-109.298695,tiresias_avdd,no_input
687.918938,-108.936233,tiresias_avdd,no_input
708.076501,-109.170620,tiresias_avdd,no_input
728.824726,-107.303655,tiresias_avdd,no_input
750.180921,-109.625921,tiresias_avdd,no_input
772.162900,-108.763228,tiresias_avdd,no_input
794.789000,-109.234173,tiresias_avdd,no_input
818.078095,-109.634530,tiresias_avdd,no_input
842.049613,-107.127522,tiresias_avdd,no_input
866.723550,-109.934549,tiresias_avdd,no_input
892.120489,-108.957615,tiresias_avdd,no_input
918.261614,-109.282480,tiresias_avdd,no_input
945.168733,-88.535589,tiresias_avdd,no_input
972.864291,-107.420662,tiresias_avdd,no_input
1001.371391,-109.557821,tiresias_avdd,no_input
1030.713812,-109.841383,tiresias_avdd,no_input
1060.916032,-109.598431,tiresias_avdd,no_input
1092.003245,-107.761118,tiresias_avdd,no_input
1124.001383,-110.147258,tiresias_avdd,no_input
1156.937137,-109.130358,tiresias_avdd,no_input
1190.837983,-108.172384,tiresias_avdd,no_input
1225.732199,-108.821253,tiresias_avdd,no_input
1261.648894,-94.941330,tiresias_avdd,no_input
1298.618029,-109.705996,tiresias_avdd,no_input
1336.670442,-107.697644,tiresias_avdd,no_input
1375.837875,-109.699978,tiresias_avdd,no_input
1416.153002,-109.285274,tiresias_avdd,no_input
1457.649452,-107.992037,tiresias_avdd,no_input
1500.361842,-108.846410,tiresias_avdd,no_input
1544.325799,-108.247595,tiresias_avdd,no_input
1589.577999,-109.045331,tiresias_avdd,no_input
1636.156190,-108.732305,tiresias_avdd,no_input
1684.099226,-108.506759,tiresias_avdd,no_input
1733.447100,-109.686696,tiresias_avdd,no_input
1784.240977,-108.842677,tiresias_avdd,no_input
1836.523229,-109.065438,tiresias_avdd,no_input
1890.337467,-99.279251,tiresias_avdd,no_input
1945.728583,-109.131007,tiresias_avdd,no_input
2002.742782,-109.241705,tiresias_avdd,no_input
2061.427625,-108.514872,tiresias_avdd,no_input
2121.832065,-109.198093,tiresias_avdd,no_input
2184.006490,-108.471161,tiresias_avdd,no_input
2248.002765,-108.802540,tiresias_avdd,no_input
2313.874274,-109.394680,tiresias_avdd,no_input
2381.675966,-108.796796,tiresias_avdd,no_input
2451.464399,-109.396584,tiresias_avdd,no_input
2523.297789,-106.280595,tiresias_avdd,no_input
2597.236057,-108.858711,tiresias_avdd,no_input
2673.340883,-109.240010,tiresias_avdd,no_input
2751.675750,-109.179910,tiresias_avdd,no_input
2832.306004,-101.603143,tiresias_avdd,no_input
2915.298905,-109.075028,tiresias_avdd,no_input
3000.723683,-109.214579,tiresias_avdd,no_input
3088.651599,-106.098835,tiresias_avdd,no_input
3179.155999,-109.485992,tiresias_avdd,no_input
3272.312380,-109.276494,tiresias_avdd,no_input
3368.198452,-109.216307,tiresias_avdd,no_input
3466.894200,-109.341797,tiresias_avdd,no_input
3568.481954,-109.480529,tiresias_avdd,no_input
3673.046457,-109.274100,tiresias_avdd,no_input
3780.674934,-103.102956,tiresias_avdd,no_input
3891.457165,-109.231573,tiresias_avdd,no_input
4005.485564,-109.015245,tiresias_avdd,no_input
4122.855250,-109.633017,tiresias_avdd,no_input
4243.664130,-109.238263,tiresias_avdd,no_input
4368.012981,-105.826435,tiresias_avdd,no_input
4496.005531,-109.418826,tiresias_avdd,no_input
4627.748549,-107.027360,tiresias_avdd,no_input
4763.351932,-109.489992,tiresias_avdd,no_input
4902.928797,-109.442075,tiresias_avdd,no_input
5046.595577,-108.167049,tiresias_avdd,no_input
5194.472115,-109.318621,tiresias_avdd,no_input
5346.681766,-109.438715,tiresias_avdd,no_input
5503.351500,-109.432847,tiresias_avdd,no_input
5664.612008,-104.103784,tiresias_avdd,no_input
5830.597810,-109.224467,tiresias_avdd,no_input
6001.447367,-109.269620,tiresias_avdd,no_input
6177.303198,-109.075921,tiresias_avdd,no_input
6358.311998,-109.230667,tiresias_avdd,no_input
6544.624761,-109.068738,tiresias_avdd,no_input
6736.396904,-109.164048,tiresias_avdd,no_input
6933.788400,-107.738084,tiresias_avdd,no_input
7136.963909,-109.490697,tiresias_avdd,no_input
7346.092914,-109.336106,tiresias_avdd,no_input
7561.349867,-108.672097,tiresias_avdd,no_input
7782.914330,-109.201877,tiresias_avdd,no_input
8010.971128,-108.295102,tiresias_avdd,no_input
8245.710500,-109.471783,tiresias_avdd,no_input
8487.328260,-109.664266,tiresias_avdd,no_input
8736.025961,-109.727911,tiresias_avdd,no_input
8992.011061,-109.742229,tiresias_avdd,no_input
9255.497097,-109.522142,tiresias_avdd,no_input
9526.703863,-109.573239,tiresias_avdd,no_input
9805.857594,-110.015044,tiresias_avdd,no_input
10093.191154,-109.835807,tiresias_avdd,no_input
10388.944230,-109.591462,tiresias_avdd,no_input
10693.363532,-109.685098,tiresias_avdd,no_input
11006.703001,-109.560527,tiresias_avdd,no_input
11329.224017,-109.570899,tiresias_avdd,no_input
11661.195620,-109.478233,tiresias_avdd,no_input
12002.894734,-109.420331,tiresias_avdd,no_input
12354.606395,-109.436120,tiresias_avdd,no_input
12716.623996,-109.580238,tiresias_avdd,no_input
13089.249521,-109.587240,tiresias_avdd,no_input
13472.793808,-109.414909,tiresias_avdd,no_input
13867.576801,-109.493787,tiresias_avdd,no_input
14273.927818,-109.675998,tiresias_avdd,no_input
14692.185828,-109.621808,tiresias_avdd,no_input
15122.699734,-109.475973,tiresias_avdd,no_input
15565.828661,-109.756677,tiresias_avdd,no_input
16021.942256,-109.056357,tiresias_avdd,no_input
16491.420999,-109.930709,tiresias_avdd,no_input
16974.656520,-109.760677,tiresias_avdd,no_input
17472.051922,-109.975268,tiresias_avdd,no_input
17984.022122,-109.804080,tiresias_avdd,no_input
18510.994194,-109.900487,tiresias_avdd,no_input
19053.407727,-109.871902,tiresias_avdd,no_input
19611.715189,-109.902987,tiresias_avdd,no_input
20186.382308,-109.955049,tiresias_avdd,no_input
20777.888460,-110.026943,tiresias_avdd,no_input
21386.727064,-110.202806,tiresias_avdd,no_input
20.290907,-93.449871,tiresias_avdd,minus10_dbv
20.885476,-97.660000,tiresias_avdd,minus10_dbv
21.497467,-100.704915,tiresias_avdd,minus10_dbv
22.127391,-102.167130,tiresias_avdd,minus10_dbv
22.775773,-102.149228,tiresias_avdd,minus10_dbv
23.443154,-101.271000,tiresias_avdd,minus10_dbv
24.130091,-105.274346,tiresias_avdd,minus10_dbv
24.837156,-99.738991,tiresias_avdd,minus10_dbv
25.564940,-102.410236,tiresias_avdd,minus10_dbv
26.314050,-101.764522,tiresias_avdd,minus10_dbv
27.085111,-101.260836,tiresias_avdd,minus10_dbv
27.878765,-100.797808,tiresias_avdd,minus10_dbv
28.695675,-100.452986,tiresias_avdd,minus10_dbv
29.536523,-103.458364,tiresias_avdd,minus10_dbv
30.402009,-103.346639,tiresias_avdd,minus10_dbv
31.292856,-103.299957,tiresias_avdd,minus10_dbv
32.209807,-106.256921,tiresias_avdd,minus10_dbv
33.153626,-100.869845,tiresias_avdd,minus10_dbv
34.125101,-101.113436,tiresias_avdd,minus10_dbv
35.125043,-101.048497,tiresias_avdd,minus10_dbv
36.154286,-97.227860,tiresias_avdd,minus10_dbv
37.213687,-99.759846,tiresias_avdd,minus10_dbv
38.304131,-97.168661,tiresias_avdd,minus10_dbv
39.426528,-80.631402,tiresias_avdd,minus10_dbv
40.581813,-75.317926,tiresias_avdd,minus10_dbv
41.770951,-96.339553,tiresias_avdd,minus10_dbv
42.994934,-98.481644,tiresias_avdd,minus10_dbv
44.254781,-98.171364,tiresias_avdd,minus10_dbv
45.551545,-101.434533,tiresias_avdd,minus10_dbv
46.886308,-105.077852,tiresias_avdd,minus10_dbv
48.260181,-107.156646,tiresias_avdd,minus10_dbv
49.674312,-107.896393,tiresias_avdd,minus10_dbv
51.129881,-107.555835,tiresias_avdd,minus10_dbv
52.628101,-107.469851,tiresias_avdd,minus10_dbv
54.170222,-106.785637,tiresias_avdd,minus10_dbv
55.757531,-107.505959,tiresias_avdd,minus10_dbv
57.391351,-108.975134,tiresias_avdd,minus10_dbv
59.073046,-105.640538,tiresias_avdd,minus10_dbv
60.804018,-105.860119,tiresias_avdd,minus10_dbv
62.585712,-109.317751,tiresias_avdd,minus10_dbv
64.419613,-107.570781,tiresias_avdd,minus10_dbv
66.307252,-106.458905,tiresias_avdd,minus10_dbv
68.250203,-106.864978,tiresias_avdd,minus10_dbv
70.250086,-107.622042,tiresias_avdd,minus10_dbv
72.308571,-107.436755,tiresias_avdd,minus10_dbv
74.427374,-104.177716,tiresias_avdd,minus10_dbv
76.608262,-104.130554,tiresias_avdd,minus10_dbv
78.853056,-82.318009,tiresias_avdd,minus10_dbv
81.163627,-93.946996,tiresias_avdd,minus10_dbv
83.541903,-103.135058,tiresias_avdd,minus10_dbv
85.989867,-107.064479,tiresias_avdd,minus10_dbv
88.509563,-108.771237,tiresias_avdd,minus10_dbv
91.103091,-107.267356,tiresias_avdd,minus10_dbv
93.772615,-107.755101,tiresias_avdd,minus10_dbv
96.520362,-108.689410,tiresias_avdd,minus10_dbv
99.348625,-103.392280,tiresias_avdd,minus10_dbv
102.259762,-110.360720,tiresias_avdd,minus10_dbv
105.256202,-109.636015,tiresias_avdd,minus10_dbv
108.340444,-109.412773,tiresias_avdd,minus10_dbv
111.515061,-108.367634,tiresias_avdd,minus10_dbv
114.782702,-109.760158,tiresias_avdd,minus10_dbv
118.146092,-109.097306,tiresias_avdd,minus10_dbv
121.608036,-110.369100,tiresias_avdd,minus10_dbv
125.171424,-110.144272,tiresias_avdd,minus10_dbv
128.839227,-110.507654,tiresias_avdd,minus10_dbv
132.614504,-110.501611,tiresias_avdd,minus10_dbv
136.500406,-108.787699,tiresias_avdd,minus10_dbv
140.500173,-104.902371,tiresias_avdd,minus10_dbv
144.617142,-108.394146,tiresias_avdd,minus10_dbv
148.854748,-109.974552,tiresias_avdd,minus10_dbv
153.216525,-108.558575,tiresias_avdd,minus10_dbv
157.706112,-102.324280,tiresias_avdd,minus10_dbv
162.327254,-89.004433,tiresias_avdd,minus10_dbv
167.083805,-109.254514,tiresias_avdd,minus10_dbv
171.979734,-110.010864,tiresias_avdd,minus10_dbv
177.019125,-111.568953,tiresias_avdd,minus10_dbv
182.206182,-108.973284,tiresias_avdd,minus10_dbv
187.545230,-110.240141,tiresias_avdd,minus10_dbv
193.040725,-109.090024,tiresias_avdd,minus10_dbv
198.697250,-90.791312,tiresias_avdd,minus10_dbv
204.519524,-108.449740,tiresias_avdd,minus10_dbv
210.512403,-110.357643,tiresias_avdd,minus10_dbv
216.680888,-109.933547,tiresias_avdd,minus10_dbv
223.030122,-109.267956,tiresias_avdd,minus10_dbv
229.565404,-109.813637,tiresias_avdd,minus10_dbv
236.292183,-111.356283,tiresias_avdd,minus10_dbv
243.216073,-110.570727,tiresias_avdd,minus10_dbv
250.342848,-110.265653,tiresias_avdd,minus10_dbv
257.678453,-107.411845,tiresias_avdd,minus10_dbv
265.229008,-111.029270,tiresias_avdd,minus10_dbv
273.000811,-108.696634,tiresias_avdd,minus10_dbv
281.000346,-92.606159,tiresias_avdd,minus10_dbv
289.234284,-110.126668,tiresias_avdd,minus10_dbv
297.709496,-109.970978,tiresias_avdd,minus10_dbv
306.433050,-111.070822,tiresias_avdd,minus10_dbv
315.412224,-94.184410,tiresias_avdd,minus10_dbv
324.654507,-102.329908,tiresias_avdd,minus10_dbv
334.167610,-110.652380,tiresias_avdd,minus10_dbv
343.959469,-109.725387,tiresias_avdd,minus10_dbv
354.038251,-112.184560,tiresias_avdd,minus10_dbv
364.412363,-111.807177,tiresias_avdd,minus10_dbv
375.090460,-109.250952,tiresias_avdd,minus10_dbv
386.081450,-109.847288,tiresias_avdd,minus10_dbv
397.394500,-94.541112,tiresias_avdd,minus10_dbv
409.039048,-109.662154,tiresias_avdd,minus10_dbv
421.024807,-110.541247,tiresias_avdd,minus10_dbv
433.361775,-98.048968,tiresias_avdd,minus10_dbv
446.060244,-98.275533,tiresias_avdd,minus10_dbv
459.130807,-109.261619,tiresias_avdd,minus10_dbv
472.584367,-110.796144,tiresias_avdd,minus10_dbv
486.432146,-110.855536,tiresias_avdd,minus10_dbv
500.685695,-109.229343,tiresias_avdd,minus10_dbv
515.356906,-95.562811,tiresias_avdd,minus10_dbv
530.458016,-110.104409,tiresias_avdd,minus10_dbv
546.001623,-110.958561,tiresias_avdd,minus10_dbv
562.000691,-96.887730,tiresias_avdd,minus10_dbv
578.468569,-110.464094,tiresias_avdd,minus10_dbv
595.418991,-111.879177,tiresias_avdd,minus10_dbv
612.866100,-110.614442,tiresias_avdd,minus10_dbv
630.824447,-102.440250,tiresias_avdd,minus10_dbv
649.309014,-97.951301,tiresias_avdd,minus10_dbv
668.335221,-110.454900,tiresias_avdd,minus10_dbv
687.918938,-97.743140,tiresias_avdd,minus10_dbv
708.076501,-111.042766,tiresias_avdd,minus10_dbv
728.824726,-110.446604,tiresias_avdd,minus10_dbv
750.180921,-97.393868,tiresias_avdd,minus10_dbv
772.162900,-109.873871,tiresias_avdd,minus10_dbv
794.789000,-98.498884,tiresias_avdd,minus10_dbv
818.078095,-110.019756,tiresias_avdd,minus10_dbv
842.049613,-112.263073,tiresias_avdd,minus10_dbv
866.723550,-109.403444,tiresias_avdd,minus10_dbv
892.120489,-98.324460,tiresias_avdd,minus10_dbv
918.261614,-99.242546,tiresias_avdd,minus10_dbv
945.168733,-88.564924,tiresias_avdd,minus10_dbv
972.864291,-110.862875,tiresias_avdd,minus10_dbv
1001.371391,-27.646358,tiresias_avdd,minus10_dbv
1030.713812,-99.971372,tiresias_avdd,minus10_dbv
1060.916032,-110.982082,tiresias_avdd,minus10_dbv
1092.003245,-110.848705,tiresias_avdd,minus10_dbv
1124.001383,-99.115117,tiresias_avdd,minus10_dbv
1156.937137,-100.544339,tiresias_avdd,minus10_dbv
1190.837983,-110.744136,tiresias_avdd,minus10_dbv
1225.732199,-99.423705,tiresias_avdd,minus10_dbv
1261.648894,-94.037438,tiresias_avdd,minus10_dbv
1298.618029,-110.177055,tiresias_avdd,minus10_dbv
1336.670442,-110.934882,tiresias_avdd,minus10_dbv
1375.837875,-100.080470,tiresias_avdd,minus10_dbv
1416.153002,-101.552164,tiresias_avdd,minus10_dbv
1457.649452,-110.586745,tiresias_avdd,minus10_dbv
1500.361842,-98.431159,tiresias_avdd,minus10_dbv
1544.325799,-110.787761,tiresias_avdd,minus10_dbv
1589.577999,-100.532218,tiresias_avdd,minus10_dbv
1636.156190,-102.351272,tiresias_avdd,minus10_dbv
1684.099226,-110.733700,tiresias_avdd,minus10_dbv
1733.447100,-100.930809,tiresias_avdd,minus10_dbv
1784.240977,-102.997519,tiresias_avdd,minus10_dbv
1836.523229,-101.451255,tiresias_avdd,minus10_dbv
1890.337467,-98.252220,tiresias_avdd,minus10_dbv
1945.728583,-101.577410,tiresias_avdd,minus10_dbv
2002.742782,-103.565262,tiresias_avdd,minus10_dbv
2061.427625,-101.847555,tiresias_avdd,minus10_dbv
2121.832065,-104.033667,tiresias_avdd,minus10_dbv
2184.006490,-102.142094,tiresias_avdd,minus10_dbv
2248.002765,-104.397458,tiresias_avdd,minus10_dbv
2313.874274,-102.683860,tiresias_avdd,minus10_dbv
2381.675966,-104.783724,tiresias_avdd,minus10_dbv
2451.464399,-101.168530,tiresias_avdd,minus10_dbv
2523.297789,-102.136475,tiresias_avdd,minus10_dbv
2597.236057,-105.198872,tiresias_avdd,minus10_dbv
2673.340883,-103.352170,tiresias_avdd,minus10_dbv
2751.675750,-105.898808,tiresias_avdd,minus10_dbv
2832.306004,-99.070665,tiresias_avdd,minus10_dbv
2915.298905,-103.987876,tiresias_avdd,minus10_dbv
3000.723683,-102.443043,tiresias_avdd,minus10_dbv
3088.651599,-104.816383,tiresias_avdd,minus10_dbv
3179.155999,-103.069941,tiresias_avdd,minus10_dbv
3272.312380,-103.198569,tiresias_avdd,minus10_dbv
3368.198452,-104.696235,tiresias_avdd,minus10_dbv
3466.894200,-107.198766,tiresias_avdd,minus10_dbv
3568.481954,-103.948391,tiresias_avdd,minus10_dbv
3673.046457,-104.229066,tiresias_avdd,minus10_dbv
3780.674934,-101.320068,tiresias_avdd,minus10_dbv
3891.457165,-104.815181,tiresias_avdd,minus10_dbv
4005.485564,-104.891854,tiresias_avdd,minus10_dbv
4122.855250,-105.395259,tiresias_avdd,minus10_dbv
4243.664130,-105.563030,tiresias_avdd,minus10_dbv
4368.012981,-103.787335,tiresias_avdd,minus10_dbv
4496.005531,-106.013959,tiresias_avdd,minus10_dbv
4627.748549,-104.800930,tiresias_avdd,minus10_dbv
4763.351932,-106.687139,tiresias_avdd,minus10_dbv
4902.928797,-105.103103,tiresias_avdd,minus10_dbv
5046.595577,-105.830523,tiresias_avdd,minus10_dbv
5194.472115,-107.357158,tiresias_avdd,minus10_dbv
5346.681766,-107.765747,tiresias_avdd,minus10_dbv
5503.351500,-106.319200,tiresias_avdd,minus10_dbv
5664.612008,-103.540285,tiresias_avdd,minus10_dbv
5830.597810,-108.358311,tiresias_avdd,minus10_dbv
6001.447367,-107.226898,tiresias_avdd,minus10_dbv
6177.303198,-108.944189,tiresias_avdd,minus10_dbv
6358.311998,-107.889330,tiresias_avdd,minus10_dbv
6544.624761,-108.368173,tiresias_avdd,minus10_dbv
6736.396904,-109.621620,tiresias_avdd,minus10_dbv
6933.788400,-107.674045,tiresias_avdd,minus10_dbv
7136.963909,-109.226059,tiresias_avdd,minus10_dbv
7346.092914,-110.462122,tiresias_avdd,minus10_dbv
7561.349867,-108.966925,tiresias_avdd,minus10_dbv
7782.914330,-110.361709,tiresias_avdd,minus10_dbv
8010.971128,-108.967141,tiresias_avdd,minus10_dbv
8245.710500,-110.860291,tiresias_avdd,minus10_dbv
8487.328260,-111.057691,tiresias_avdd,minus10_dbv
8736.025961,-111.153538,tiresias_avdd,minus10_dbv
8992.011061,-111.322411,tiresias_avdd,minus10_dbv
9255.497097,-111.590705,tiresias_avdd,minus10_dbv
9526.703863,-111.557155,tiresias_avdd,minus10_dbv
9805.857594,-111.606059,tiresias_avdd,minus10_dbv
10093.191154,-111.560304,tiresias_avdd,minus10_dbv
10388.944230,-111.524320,tiresias_avdd,minus10_dbv
10693.363532,-111.573959,tiresias_avdd,minus10_dbv
11006.703001,-111.322672,tiresias_avdd,minus10_dbv
11329.224017,-111.213803,tiresias_avdd,minus10_dbv
11661.195620,-111.372484,tiresias_avdd,minus10_dbv
12002.894734,-110.898754,tiresias_avdd,minus10_dbv
12354.606395,-111.035135,tiresias_avdd,minus10_dbv
12716.623996,-111.139145,tiresias_avdd,minus10_dbv
13089.249521,-110.916764,tiresias_avdd,minus10_dbv
13472.793808,-111.089119,tiresias_avdd,minus10_dbv
13867.576801,-110.874672,tiresias_avdd,minus10_dbv
14273.927818,-111.053412,tiresias_avdd,minus10_dbv
14692.185828,-111.236891,tiresias_avdd,minus10_dbv
15122.699734,-111.075159,tiresias_avdd,minus10_dbv
15565.828661,-111.535149,tiresias_avdd,minus10_dbv
16021.942256,-110.560198,tiresias_avdd,minus10_dbv
16491.420999,-111.562130,tiresias_avdd,minus10_dbv
16974.656520,-111.665867,tiresias_avdd,minus10_dbv
17472.051922,-111.636826,tiresias_avdd,minus10_dbv
17984.022122,-111.571108,tiresias_avdd,minus10_dbv
18510.994194,-111.565909,tiresias_avdd,minus10_dbv
19053.407727,-111.505101,tiresias_avdd,minus10_dbv
19611.715189,-111.415066,tiresias_avdd,minus10_dbv
20186.382308,-111.613401,tiresias_avdd,minus10_dbv
20777.888460,-111.622794,tiresias_avdd,minus10_dbv
21386.727064,-111.733016,tiresias_avdd,minus10_dbv
20.290907,-81.163213,tiresias_avdd,minus6_dbv
20.885476,-98.167000,tiresias_avdd,minus6_dbv
21.497467,-99.776826,tiresias_avdd,minus6_dbv
22.127391,-95.406756,tiresias_avdd,minus6_dbv
22.775773,-96.165942,tiresias_avdd,minus6_dbv
23.443154,-97.645000,tiresias_avdd,minus6_dbv
24.130091,-97.952294,tiresias_avdd,minus6_dbv
24.837156,-99.014250,tiresias_avdd,minus6_dbv
25.564940,-98.878610,tiresias_avdd,minus6_dbv
26.314050,-97.736521,tiresias_avdd,minus6_dbv
27.085111,-99.896522,tiresias_avdd,minus6_dbv
27.878765,-98.538560,tiresias_avdd,minus6_dbv
28.695675,-97.870494,tiresias_avdd,minus6_dbv
29.536523,-98.011124,tiresias_avdd,minus6_dbv
30.402009,-96.718834,tiresias_avdd,minus6_dbv
31.292856,-97.495634,tiresias_avdd,minus6_dbv
32.209807,-98.641948,tiresias_avdd,minus6_dbv
33.153626,-96.681798,tiresias_avdd,minus6_dbv
34.125101,-98.979666,tiresias_avdd,minus6_dbv
35.125043,-96.766665,tiresias_avdd,minus6_dbv
36.154286,-96.775843,tiresias_avdd,minus6_dbv
37.213687,-94.916789,tiresias_avdd,minus6_dbv
38.304131,-90.827202,tiresias_avdd,minus6_dbv
39.426528,-66.627539,tiresias_avdd,minus6_dbv
40.581813,-78.478428,tiresias_avdd,minus6_dbv
41.770951,-94.299319,tiresias_avdd,minus6_dbv
42.994934,-96.639408,tiresias_avdd,minus6_dbv
44.254781,-98.734494,tiresias_avdd,minus6_dbv
45.551545,-100.211447,tiresias_avdd,minus6_dbv
46.886308,-100.156726,tiresias_avdd,minus6_dbv
48.260181,-101.686217,tiresias_avdd,minus6_dbv
49.674312,-101.454299,tiresias_avdd,minus6_dbv
51.129881,-103.164793,tiresias_avdd,minus6_dbv
52.628101,-103.165474,tiresias_avdd,minus6_dbv
54.170222,-106.422337,tiresias_avdd,minus6_dbv
55.757531,-104.346018,tiresias_avdd,minus6_dbv
57.391351,-106.647117,tiresias_avdd,minus6_dbv
59.073046,-105.798229,tiresias_avdd,minus6_dbv
60.804018,-103.241751,tiresias_avdd,minus6_dbv
62.585712,-105.061861,tiresias_avdd,minus6_dbv
64.419613,-103.558595,tiresias_avdd,minus6_dbv
